#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         496    -3.36283    -3.36244 0.000168138
         497    -3.36443    -3.36244 0.000167848
         498    -3.36559    -3.36245  0.00016763
         499    -3.36605    -3.36246 0.000167449
         500    -3.36571    -3.36246 0.000167241
         501     -3.3652    -3.36247 0.000166996
         502    -3.36547    -3.36247  0.00016677
         503    -3.36468    -3.36248 0.000166497
         504    -3.36404    -3.36248 0.000166195
         505    -3.36396    -3.36248 0.000165892
         506    -3.36283    -3.36248 0.000165566
         507    -3.36253    -3.36248 0.000165239
         508    -3.36298    -3.36249 0.000164917
         509    -3.36362    -3.36249 0.000164608
         510    -3.36531    -3.36249 0.000164378
         511    -3.36729     -3.3625 0.000164324
         512     -3.3672    -3.36251 0.000164259
         513    -3.36685    -3.36252 0.000164157
         514    -3.36603    -3.36253 0.000163979
         515    -3.36542    -3.36253 0.000163758
         516    -3.36443    -3.36254 0.000163481
         517    -3.36388    -3.36254 0.000163186
         518    -3.36322    -3.36254 0.000162876
         519    -3.36389    -3.36254 0.000162583
         520    -3.36501    -3.36255 0.000162339
         521    -3.36571    -3.36255 0.000162141
         522    -3.36546    -3.36256 0.000161926
         523    -3.36505    -3.36256 0.000161686
         524    -3.36493    -3.36257 0.000161441
         525    -3.36494    -3.36257 0.000161196
         526    -3.36418    -3.36258 0.000160919
         527    -3.36366    -3.36258 0.000160627
         528    -3.36455    -3.36258 0.000160366
         529    -3.36479    -3.36259 0.000160117
         530    -3.36438    -3.36259  0.00015985
         531    -3.36357    -3.36259  0.00015956
         532    -3.36252    -3.36259  0.00015926
         533    -3.36209    -3.36259 0.000158964
         534    -3.36224    -3.36259 0.000158668
         535    -3.36203    -3.36259 0.000158375
         536    -3.36177    -3.36259 0.000158086
         537    -3.36149    -3.36259 0.000157805
         538    -3.36218    -3.36258 0.000157514
         539    -3.36281    -3.36258 0.000157222
         540    -3.36303    -3.36259 0.000156933
         541    -3.36347    -3.36259 0.000156651
         542    -3.36357    -3.36259 0.000156373
         543    -3.36322    -3.36259 0.000156089
         544    -3.36402    -3.36259 0.000155824
         545    -3.36348    -3.36259 0.000155547
         546    -3.36287    -3.36259 0.000155263
         547    -3.36331     -3.3626 0.000154985
         548    -3.36414     -3.3626 0.000154727
         549    -3.36499     -3.3626 0.000154507
         550    -3.36473    -3.36261 0.000154275
         551    -3.36444    -3.36261 0.000154031
         552    -3.36502    -3.36262 0.000153814
         553    -3.36562    -3.36262 0.000153631
         554    -3.36607    -3.36263  0.00015348
         555    -3.36547    -3.36263 0.000153289
         556    -3.36601    -3.36264 0.000153134
         557    -3.36527    -3.36264 0.000152932
         558    -3.36414    -3.36265 0.000152681
         559    -3.36323    -3.36265 0.000152412
         560    -3.36252    -3.36265  0.00015214
         561    -3.36226    -3.36265  0.00015187
         562    -3.36254    -3.36265   0.0001516
         563    -3.36312    -3.36265 0.000151333
         564    -3.36428    -3.36265 0.000151092
         565    -3.36421    -3.36265  0.00015085
         566    -3.36492    -3.36266 0.000150637
         567    -3.36473    -3.36266 0.000150416
         568    -3.36426    -3.36266 0.000150178
         569    -3.36328    -3.36266 0.000149918
         570    -3.36234    -3.36266 0.000149656
         571    -3.36107    -3.36266  0.00014942
         572    -3.36003    -3.36266 0.000149229
         573    -3.35946    -3.36265 0.000149073
         574    -3.35934    -3.36264 0.000148924
